	Unnamed: 0	BataryaGucu	Bluetooth	MikroislemciHizi	CiftHat	OnKameraMP	4G	DahiliBellek	Kalinlik	Agirlik	CekirdekSayisi	ArkaKameraMP	CozunurlukYükseklik	CozunurlukGenislik	RAM	BataryaOmru	3G	Dokunmatik	WiFi	FiyatAraligi	Renk
1530	1530	1589	Yok	2,5	Yok	5,0	Var	51	0,8	195	1	18	810	1743	2612.0	16	Var	Yok	Yok	Normal	Pembe
1531	1531	1697	Yok	0,5	Yok	0.0	Var	60	0,1	90	4	0	88	1046	441.0	11	Var	Var	Yok	Çok Ucuz	Turkuaz
1532	1532	808	Yok	0,5	Var	0.0	Yok	8	0,1	192	4	1	618	1891	3762.0	12	Var	Yok	Var	Pahalı	Pembe
1533	1533	972	Var	1,3	Yok	8,0	Yok	44	0,7	82	7	10	297	589	3925.0	7	Yok	Var	Yok	Pahalı	Turkuaz
1534	1534	1208	Yok	2,9	Yok	5.0	Var	16	1,0	175	1	19	691	1028	2201.0	12	Var	Yok	Yok	Ucuz	Yeşil
1535	1535	1714	Yok	0,5	Var	7.0	Yok	31	0,4	120	2	10	287	627	3707.0	19	Yok	Yok	Var	Pahalı	Pembe
1536	1536	802	Yok	0,5	Var	3,0	Yok	43	0,6	153	5	6	527	734	3063.0	4	Yok	Var	Yok	Normal	Turkuaz
1537	1537	839	Yok	2,0	Var	0.0	Yok	14	0,4	175	7	3	564	1391	3835.0	11	Var	Yok	Yok	Pahalı	Turkuaz
1538	1538	819	Var	2,5	Var	0.0	Var	11	0,2	83	8	1	438	822	1094.0	15	Var	Yok	Yok	Çok Ucuz	Siyah
1539	1539	1175	Yok	0,6	Yok	10,0	Yok	25	0,1	145	2	12	137	1501	3153.0	12	Var	Yok	Yok	Normal	Gri
1540	1540	1759	Var	1,4	Yok	10.0	Var	15	0,4	101	4	13	382	1163	2107.0	16	Var	Var	Yok	Normal	Kahverengi
1541	1541	956	Yok	1,9	Var	1.0	Yok	42	0,1	133	7	11	403	1614	3700.0	7	Var	Var	Yok	Pahalı	Sarı
1542	1542	623	Yok	1,4	Var	0,0	Var	15	0,2	189	3	1	778	844	3510.0	18	Var	Yok	Var	Normal	Pembe
1543	1543	1439	Yok	0,9	Yok	12.0	Var	20	0,8	147	1	17	626	932	1790.0	15	Var	Yok	Var	Ucuz	Mavi
1544	1544	1414	Yok	2,6	Yok	1.0	Yok	27	0,6	137	4	20	804	1564	312.0	8	Yok	Yok	Var	Çok Ucuz	Turuncu
1545	1545	541	Var	2,3	Yok	4,0	Yok	51	0,4	200	8	17	1012	1226	403.0	12	Yok	Yok	Yok	Çok Ucuz	Turuncu
1546	1546	1414	Yok	2,0	Var	2.0	Yok	54	0,8	99	7	3	262	829	3799.0	7	Var	Yok	Var	Pahalı	Kırmızı
1547	1547	1012	Yok	0,5	Var	4.0	Yok	39	0,1	161	4	6	882	1195	2802.0	10	Var	Var	Yok	Normal	Pembe
1548	1548	1554	Yok	2,8	Var	7,0	Yok	23	0,1	105	6	18	699	1492	2184.0	20	Var	Yok	Var	Normal	Mavi
1549	1549	571	Yok	0,6	Yok	1.0	Var	43	0,5	141	3	8	224	783	2587.0	18	Var	Yok	Yok	Ucuz	Kırmızı
1550	1550	1195	Yok	2,0	Var	1.0	Var	23	0,1	82	4	9	163	1100	980.0	17	Var	Yok	Yok	Çok Ucuz	Yeşil
1551	1551	1853	Yok	0,5	Var	1,0	Yok	27	0,3	197	6	13	985	1005	1973.0	8	Var	Yok	Var	Normal	Mor
1552	1552	1512	Var	1,7	Yok	12.0	Yok	6	0,7	162	7	17	205	884	2335.0	7	Var	Var	Var	Normal	Kırmızı
1553	1553	1122	Yok	2,8	Yok	0.0	Yok	28	0,6	184	3	4	1578	1963	1402.0	3	Yok	Var	Yok	Ucuz	Pembe
1554	1554	1150	Var	0,5	Var	4,0	Var	27	1,0	134	1	17	234	1947	1610.0	16	Var	Yok	Yok	Ucuz	Sarı
1555	1555	1414	Var	2,2	Var	0.0	Var	49	0,5	101	4	1	130	887	2290.0	12	Var	Var	Yok	Ucuz	Kırmızı
1556	1556	896	Yok	1,0	Var	3.0	Var	4	0,3	111	1	4	1379	1469	1060.0	4	Var	Var	Var	Ucuz	Yeşil
1557	1557	1822	Yok	1,2	Yok	0,0	Yok	8	0,2	195	6	0	172	910	2577.0	8	Var	Var	Yok	Normal	Mavi
1558	1558	1205	Yok	0,5	Var	3.0	Yok	12	0,6	175	4	6	573	614	860.0	14	Var	Yok	Var	Çok Ucuz	Mor
1559	1559	1318	Var	2,4	Yok	1.0	Var	45	0,1	136	2	7	183	661	755.0	9	Var	Yok	Var	Çok Ucuz	Turuncu
1560	1560	1083	Var	2,9	Var	1,0	Var	39	1,0	173	8	2	523	542	3248.0	6	Var	Yok	Var	Normal	Gri
1561	1561	1632	Var	1,4	Yok	0.0	Yok	41	0,1	132	4	1	706	1623	2614.0	15	Var	Yok	Yok	Normal	Turuncu
1562	1562	1526	Yok	2,1	Yok	1.0	Var	23	0,2	117	7	8	718	751	2227.0	3	Var	Var	Yok	Normal	Turkuaz
1563	1563	935	Var	0,5	Var	3,0	Var	58	0,1	155	5	12	639	1087	2473.0	9	Var	Yok	Var	Normal	Mavi
1564	1564	1650	Yok	2,3	Yok	0.0	Var	38	0,7	89	1	1	773	881	324.0	2	Var	Var	Var	Çok Ucuz	Siyah
1565	1565	957	Var	2,5	Yok	4.0	Yok	7	0,8	107	5	10	1201	1485	1846.0	7	Var	Yok	Var	Ucuz	Pembe
1566	1566	1524	Yok	2,6	Var	5,0	Yok	57	0,5	124	2	12	629	635	947.0	16	Yok	Var	Var	Çok Ucuz	Siyah
1567	1567	1515	Yok	2,6	Yok	0.0	Var	56	0,9	184	3	1	1438	1593	262.0	20	Var	Var	Yok	Çok Ucuz	Kahverengi
1568	1568	1703	Var	0,5	Yok	5.0	Var	23	0,2	92	6	7	134	521	793.0	17	Var	Var	Yok	Çok Ucuz	Siyah
1569	1569	853	Var	2,0	Yok	10,0	Var	3	0,6	200	2	16	674	740	3701.0	8	Var	Var	Yok	Pahalı	Mor
1570	1570	1758	Var	0,5	Yok	11.0	Var	13	0,6	190	8	14	762	1864	1897.0	15	Var	Yok	Yok	Normal	Kahverengi
1571	1571	1589	Var	2,2	Var	2.0	Yok	58	0,1	128	4	4	957	1911	3961.0	14	Var	Yok	Var	Pahalı	Kahverengi
1572	1572	511	Yok	0,9	Var	15,0	Var	24	0,6	136	3	18	367	1264	2378.0	4	Var	Yok	Yok	Ucuz	Turuncu
1573	1573	1994	Yok	1,5	Var	2.0	Var	7	0,5	146	8	7	447	1435	3622.0	20	Var	Yok	Var	Pahalı	Turkuaz
1574	1574	1712	Yok	1,4	Yok	1.0	Yok	63	0,5	137	7	12	747	1126	3652.0	19	Var	Yok	Yok	Pahalı	Yeşil
1575	1575	1554	Yok	2,7	Var	3,0	Var	47	0,7	185	5	12	319	1367	509.0	19	Var	Yok	Yok	Çok Ucuz	Yeşil
1576	1576	1117	Yok	0,5	Yok	1.0	Yok	12	0,6	144	7	8	798	817	2895.0	16	Var	Var	Yok	Normal	Siyah
1577	1577	1023	Var	0,7	Yok	2.0	Var	63	0,7	153	7	8	367	1985	3155.0	7	Var	Var	Var	Pahalı	Siyah
1578	1578	1310	Yok	2,3	Var	3,0	Yok	15	0,2	150	5	11	954	970	2518.0	5	Yok	Var	Var	Normal	Turuncu
1579	1579	596	Yok	1,4	Yok	8.0	Yok	46	0,6	165	1	18	953	984	2505.0	15	Var	Var	Yok	Ucuz	Kırmızı
1580	1580	1034	Yok	2,6	Var	2.0	Var	45	0,3	190	3	4	182	1293	969.0	7	Var	Yok	Yok	Çok Ucuz	Gri
1581	1581	1113	Yok	0,6	Var	0,0	Yok	25	0,3	145	1	10	1047	1312	277.0	12	Var	Yok	Var	Çok Ucuz	Siyah
1582	1582	1923	Yok	1,3	Yok	3.0	Yok	24	1,0	86	4	4	874	1264	2479.0	15	Var	Var	Yok	Normal	Siyah
1583	1583	987	Yok	2,0	Var	1.0	Yok	20	0,8	192	7	3	412	565	1454.0	8	Var	Var	Yok	Çok Ucuz	Mor
1584	1584	1101	Yok	1,8	Yok	0,0	Yok	31	0,2	148	2	7	387	1269	2196.0	19	Yok	Var	Var	Ucuz	Yeşil
1585	1585	686	Var	2,7	Var	0.0	Yok	36	0,1	194	4	1	64	745	1503.0	13	Yok	Yok	Yok	Çok Ucuz	Turuncu
1586	1586	1966	Var	1,4	Var	2.0	Yok	40	0,9	185	8	18	1197	1987	1185.0	20	Yok	Var	Yok	Normal	Mor
1587	1587	1232	Yok	2,9	Var	1,0	Var	24	0,3	169	5	17	361	809	1257.0	16	Var	Yok	Yok	Çok Ucuz	Turuncu
1588	1588	1380	Var	2,1	Var	1.0	Var	4	0,8	92	3	13	420	500	797.0	15	Var	Var	Yok	Çok Ucuz	Beyaz
1589	1589	765	Yok	2,9	Yok	0.0	Var	18	0,1	153	7	0	6	793	1066.0	16	Var	Var	Yok	Çok Ucuz	Yeşil
1590	1590	1557	Yok	2,8	Var	16,0	Yok	2	0,1	123	5	20	1107	1442	2690.0	9	Yok	Yok	Var	Pahalı	Gri
1591	1591	764	Var	1,2	Var	1.0	Yok	13	1,0	152	8	2	361	511	3148.0	6	Var	Var	Yok	Normal	Kırmızı
1592	1592	1344	Yok	1,5	Yok	1.0	Yok	14	0,5	190	1	3	419	556	2074.0	5	Var	Var	Yok	Ucuz	Gri
1593	1593	1011	Yok	1,1	Yok	4,0	Var	36	0,2	131	7	18	481	749	2261.0	16	Var	Var	Var	Ucuz	Sarı
1594	1594	1856	Yok	0,5	Var	0.0	Var	24	0,1	155	5	1	277	1155	2052.0	10	Var	Var	Yok	Normal	Gri
1595	1595	1973	Var	0,5	Var	3.0	Yok	21	0,8	95	8	7	127	507	1724.0	8	Yok	Yok	Var	Ucuz	Beyaz
1596	1596	873	Var	0,5	Var	6,0	Yok	8	0,6	152	7	9	1257	1411	575.0	7	Var	Yok	Var	Çok Ucuz	Yeşil
1597	1597	623	Yok	2,0	Yok	2.0	Yok	6	0,1	127	3	4	144	672	3657.0	19	Var	Var	Yok	Normal	Mavi
1598	1598	1895	Yok	0,5	Yok	2.0	Var	5	0,7	134	1	11	725	1335	774.0	6	Var	Var	Yok	Ucuz	Yeşil
1599	1599	684	Var	0,9	Var	3,0	Var	63	1,0	157	5	9	159	1738	3756.0	12	Var	Var	Var	Pahalı	Kırmızı
1600	1600	737	Var	2,4	Var	7.0	Yok	49	0,6	193	4	16	781	1463	2951.0	10	Yok	Var	Yok	Normal	Beyaz
1601	1601	954	Var	0,5	Yok	0.0	Yok	50	0,3	134	2	11	228	1058	438.0	2	Var	Yok	Yok	Çok Ucuz	Pembe
1602	1602	1329	Var	1,0	Yok	1,0	Yok	52	0,9	181	6	2	1053	1458	1228.0	6	Var	Yok	Var	Ucuz	Turkuaz
1603	1603	1057	Yok	2,1	Yok	4.0	Yok	5	0,5	154	5	13	416	1055	3705.0	13	Var	Yok	Yok	Pahalı	Gri
1604	1604	1279	Var	2,5	Yok	5.0	Var	7	0,5	105	6	6	560	1633	1150.0	7	Var	Yok	Yok	Ucuz	Kırmızı
1605	1605	771	Var	0,5	Var	0,0	Var	33	0,1	157	3	17	776	1247	920.0	10	Var	Var	Var	Çok Ucuz	Siyah
1606	1606	816	Var	0,5	Yok	4.0	Yok	14	0,9	198	3	13	149	558	1018.0	15	Var	Yok	Yok	Çok Ucuz	Pembe
1607	1607	1395	Yok	1,8	Var	0.0	Yok	23	0,1	111	3	1	213	705	2571.0	13	Var	Yok	Var	Normal	Beyaz
1608	1608	1451	Var	0,5	Yok	5,0	Var	57	0,6	181	8	12	812	1456	3038.0	18	Var	Yok	Var	Pahalı	Mor
1609	1609	1278	Var	1,2	Yok	10.0	Var	60	0,6	172	7	14	1244	1504	3142.0	19	Var	Yok	Var	Pahalı	Beyaz
1610	1610	1512	Var	0,5	Yok	1.0	Yok	52	0,1	131	1	14	333	952	3002.0	7	Yok	Yok	Var	Normal	Kırmızı
1611	1611	1472	Yok	3,0	Yok	4,0	Var	20	0,3	169	2	6	443	892	797.0	11	Var	Var	Yok	Çok Ucuz	Gri
1612	1612	1251	Yok	0,5	Var	10.0	Var	29	0,7	133	6	16	308	591	1052.0	11	Var	Yok	Yok	Çok Ucuz	Pembe
1613	1613	748	Var	1,7	Yok	0.0	Var	27	0,9	150	8	4	450	1554	2126.0	7	Var	Yok	Yok	Ucuz	Yeşil
1614	1614	1456	Yok	1,6	Var	9,0	Var	39	0,1	80	8	10	815	1666	3998.0	13	Var	Var	Yok	Pahalı	Kırmızı
1615	1615	625	Var	1,9	Yok	12.0	Var	33	0,2	191	1	20	431	550	3801.0	2	Var	Yok	Yok	Normal	Sarı
1616	1616	1137	Yok	2,2	Yok	6.0	Var	3	0,9	173	5	7	1250	1285	316.0	17	Var	Yok	Yok	Çok Ucuz	Siyah
1617	1617	940	Yok	2,9	Yok	0,0	Yok	16	0,7	115	4	1	499	1090	2192.0	9	Var	Var	Var	Ucuz	Turuncu
1618	1618	1387	Yok	0,5	Yok	0.0	Var	61	0,5	98	3	0	785	1151	629.0	11	Var	Var	Yok	Çok Ucuz	Siyah
1619	1619	1254	Var	1,2	Yok	2.0	Var	27	0,2	134	2	10	1288	1372	817.0	16	Var	Var	Var	Çok Ucuz	Kırmızı
1620	1620	1549	Var	0,5	Yok	4,0	Yok	8	0,4	158	5	7	721	1514	1998.0	15	Var	Var	Yok	Normal	Mavi
1621	1621	645	Yok	0,5	Yok	1.0	Yok	41	1,0	197	7	10	327	580	2962.0	4	Var	Var	Var	Normal	Turuncu
1622	1622	705	Var	0,5	Yok	5.0	Var	57	0,9	155	6	9	1114	1374	1509.0	18	Var	Var	Var	Ucuz	Beyaz
1623	1623	1135	Var	2,0	Var	0,0	Yok	46	0,3	83	1	4	293	1846	3029.0	9	Var	Var	Var	Pahalı	Turuncu
1624	1624	841	Yok	0,5	Yok	6.0	Var	11	0,3	81	5	14	125	675	957.0	11	Var	Var	Yok	Çok Ucuz	Siyah
1625	1625	1320	Yok	2,1	Var	0.0	Var	41	0,6	144	7	2	123	1229	542.0	14	Var	Var	Yok	Çok Ucuz	Siyah
1626	1626	1231	Yok	1,2	Var	5,0	Yok	54	0,8	185	3	10	632	1184	1762.0	6	Var	Var	Yok	Ucuz	Gri
1627	1627	1485	Var	0,9	Var	0.0	Var	28	0,8	158	5	1	371	1023	3241.0	11	Var	Var	Yok	Pahalı	Siyah
1628	1628	1935	Yok	0,5	Yok	0.0	Var	29	0,6	124	5	9	806	860	455.0	6	Var	Yok	Var	Çok Ucuz	Kahverengi
1629	1629	1653	Yok	0,5	Var	2,0	Var	37	0,9	176	4	6	447	1785	3955.0	18	Var	Var	Var	Pahalı	Mor
1630	1630	1281	Var	2,8	Var	3.0	Var	8	0,3	144	4	19	590	954	1851.0	9	Var	Var	Yok	Ucuz	Pembe
1631	1631	1699	Yok	0,5	Var	1.0	Yok	59	0,5	97	4	3	466	1768	3796.0	12	Yok	Var	Var	Pahalı	Turuncu
1632	1632	781	Var	1,3	Var	1,0	Yok	64	0,2	88	2	7	368	607	3862.0	9	Yok	Yok	Yok	Pahalı	Kırmızı
1633	1633	1835	Var	2,3	Yok	4.0	Var	11	0,1	193	7	13	385	583	448.0	14	Var	Yok	Yok	Çok Ucuz	Beyaz
1634	1634	1447	Var	2,5	Var	2.0	Yok	9	0,2	155	8	16	737	1455	568.0	8	Yok	Yok	Yok	Çok Ucuz	Kırmızı
1635	1635	1177	Yok	0,9	Yok	1,0	Var	29	0,4	191	2	8	178	882	311.0	19	Var	Yok	Yok	Çok Ucuz	Yeşil
1636	1636	1983	Var	0,5	Var	3.0	Yok	43	1,0	87	6	10	349	676	2775.0	3	Yok	Var	Var	Normal	Turkuaz
1637	1637	1271	Yok	1,5	Var	0.0	Yok	2	0,9	161	1	1	1260	1788	892.0	20	Yok	Var	Yok	Ucuz	Kırmızı
1638	1638	1708	Yok	0,8	Yok	8,0	Var	14	0,9	197	4	16	263	1345	1247.0	16	Var	Yok	Yok	Ucuz	Siyah
1639	1639	1670	Var	1,6	Var	0.0	Yok	47	0,8	139	8	15	1706	1886	876.0	5	Var	Var	Yok	Ucuz	Pembe
1640	1640	825	Var	1,5	Yok	11.0	Yok	38	0,4	94	3	18	540	783	716.0	14	Yok	Var	Yok	Çok Ucuz	Sarı
1641	1641	763	Yok	1,7	Var		Var	2	0,5	92	8	14	1028	1186	1050.0	8	Var	Var	Yok	Çok Ucuz	Siyah
1642	1642	1236	Yok	0,9	Var	2.0	Var	57	0,1	188	1	14	517	809	1406.0	20	Var	Yok	Var	Çok Ucuz	Gri
1643	1643	1130	Var	0,5	Var	1.0	Var	29	0,7	130	1	14	593	1327	432.0	10	Var	Var	Var	Çok Ucuz	Turkuaz
1644	1644	1126	Yok	0,7	Yok	3,0	Yok	49	0,9	165	8	17	114	1726	3739.0	13	Var	Yok	Yok	Pahalı	Turkuaz
1645	1645	1928	Yok	2,6	Yok	5.0	Yok	5	0,8	162	5	16	229	1004	696.0	15	Var	Var	Var	Çok Ucuz	Turkuaz
1646	1646	1696	Yok	1,7	Yok	1.0	Yok	13	0,9	97	3	2	179	772	523.0	4	Yok	Var	Var	Çok Ucuz	Mavi
1647	1647	733	Yok	2,1	Yok	5,0	Var	7	0,2	174	7	10	445	1409	1403.0	2	Var	Var	Yok	Çok Ucuz	Mor
1648	1648	802	Var	2,4	Var	1.0	Yok	45	0,8	157	3	9	1299	1633	3713.0	8	Yok	Yok	Yok	Pahalı	Gri
1649	1649	1067	 	1,8	Var	11.0	Yok	14	0,2	146	1	15	965	1009	966.0	13	Yok	Yok	Var	Çok Ucuz	Kırmızı
1650	1650	1092	Yok	2,7	Var	8,0	Yok	45	0,8	185	1	10	1404	1424	1303.0	20	Yok	Var	Var	Ucuz	Beyaz
1651	1651	1564	Yok	2,3	Yok	4.0	Var	25	0,5	189	6	17	1259	1965	1496.0	7	Var	Var	Var	Ucuz	Mor
1652	1652	1630	Var	2,8	Var	0.0	Var	32	0,9	80	6	1	712	1726	1751.0	20	Var	Yok	Var	Normal	Kahverengi
1653	1653	906	Yok	2,1	Var	7,0	Yok	18	0,1	136	2	11	1102	1793	3412.0	16	Var	Yok	Yok	Pahalı	Mavi
1654	1654	987	Var	1,9	Yok	4.0	Var	52	0,5	83	3	8	419	736	2757.0	15	Var	Var	Yok	Normal	Kırmızı
1655	1655	1431	Var	0,5	Yok	0.0	Var	56	0,6	191	1	1	156	952	461.0	8	Var	Yok	Yok	Çok Ucuz	Turuncu
1656	1656	1754	Var	2,1	Var	1,0	Var	52	1,0	101	4	3	199	1452	3019.0	19	Var	Yok	Var	Pahalı	Beyaz
1657	1657	680	Var	2,4	Yok	13.0	Var	34	0,4	157	2	17	686	1418	3845.0	4	Var	Var	Var	Pahalı	Yeşil
1658	1658	1972	Var	1,6	Yok	0.0	Yok	48	0,5	92	8	2	290	804	2872.0	11	Var	Yok	Var	Pahalı	Yeşil
1659	1659	963	Yok	0,5	Yok	1,0	Var	60	0,8	156	3	3	742	821	2722.0	16	Var	Yok	Yok	Normal	Mor
1660	1660	1217	Var	0,5	Yok	3.0	Yok	17	0,5	182	4	13	628	632	1711.0	9	Var	Yok	Var	Ucuz	Sarı
1661	1661	936	Var	2,3	Yok	5.0	Var	57	0,2	129	2	6	657	938	2049.0	5	Var	Var	Yok	Ucuz	Turkuaz
1662	1662	962	Yok	1,0	Var	14,0	Yok	2	0,9	125	1	20	1618	1916	1491.0	14	Var	Yok	Yok	Ucuz	Gri
1663	1663	1201	Var	0,5	Yok	2.0	Yok	10	1,0	99	7	7	306	558	495.0	14	Var	Var	Var	Çok Ucuz	Yeşil
1664	1664	1129	Var	0,8	Var	9.0	Var	21	0,6	116	2	10	1128	1702	1400.0	13	Var	Var	Yok	Ucuz	Beyaz
1665	1665	1619	Var	0,9	Yok	3,0	Yok	20	0,9	117	6	9	813	1180	464.0	16	Var	Yok	Var	Çok Ucuz	Turuncu
1666	1666	731	Var	0,5	Var	0.0	Var	28	0,5	130	8	0	424	1032	1774.0	10	Var	Yok	Yok	Ucuz	Turuncu
1667	1667	842	Var	1,8	Var	4.0	Yok	57	1,0	124	3	10	348	730	1903.0	14	Yok	Var	Yok	Ucuz	Mor
1668	1668	1545	Yok	1,3	Var	15,0	Var	35	0,1	173	5	20	115	1352	3197.0	6	Var	Yok	Var	Pahalı	Yeşil
1669	1669	1373	Var	1,0	Var	2.0	Yok	50	0,2	127	7	12	105	673	3800.0	14	Var	Yok	Yok	Pahalı	Mor
1670	1670	1617	Var	2,6	Yok	14.0	Yok	29	0,9	113	6	20	283	676	3685.0	18	Yok	Yok	Yok	Pahalı	Gri
1671	1671	1590	Yok	0,6	Var	0,0	Yok	7	0,3	122	3	17	1464	1595	1201.0	18	Var	Var	Var	Ucuz	Kahverengi
1672	1672	555	Var	3,0	Var	5.0	Var	38	0,8	193	2	10	214	1970	1686.0	8	Var	Yok	Var	Ucuz	Yeşil
1673	1673	1631	Yok	0,9	Var	2.0	Var	3	0,1	198	7	12	177	1905	301.0	13	Var	Yok	Yok	Çok Ucuz	Yeşil
1674	1674	1914	Yok	0,7	Yok	1,0	Yok	35	0,6	118	8	2	942	1701	643.0	8	Var	Yok	Var	Ucuz	Sarı
1675	1675	1562	Yok	0,5	Var	1.0	Var	20	0,8	172	8	10	678	1676	3465.0	6	Var	Var	Yok	Pahalı	Yeşil
1676	1676	770	Var	1,5	Var	6.0	Yok	61	0,2	196	4	9	603	1483	3473.0	4	Yok	Yok	Var	Pahalı	Gri
1677	1677	1156	Yok	0,5	Yok	6,0	Yok	61	0,1	89	7	9	1214	1262	1796.0	13	Yok	Var	Var	Ucuz	Turuncu
1678	1678	1936	Var	1,9	Var	13.0	Var	34	0,2	182	7	14	591	1089	1671.0	9	Var	Yok	Var	Ucuz	Kırmızı
1679	1679	581	Yok	0,6	Yok	5.0	Var	56	0,2	180	2	10	523	565	354.0	13	Var	Var	Var	Çok Ucuz	Sarı
1680	1680	1446	Var	2,8	Var	0,0	Var	18	0,3	178	8	1	351	1769	3340.0	16	Var	Var	Var	Pahalı	Yeşil
1681	1681	794	Var	0,5	Var	0.0	Var	2	0,8	106	6	14	1222	1890	668.0	19	Var	Var	Yok	Çok Ucuz	Sarı
1682	1682	1550	Var	2,7	Yok	2.0	Yok	32	0,1	126	7	5	1541	1619	1571.0	14	Yok	Yok	Yok	Normal	Turuncu
1683	1683	1755	Var	1,3	Yok	0,0	Var	24	0,1	134	7	2	286	1075	3937.0	7	Var	Yok	Var	Pahalı	Beyaz
1684	1684	1544	Yok	2,4	Yok	18.0	Var	12	0,1	186	7	20	470	844	489.0	2	Var	Yok	Var	Çok Ucuz	Turkuaz
1685	1685	1330	Yok	0,9	Yok	6.0	Var	52	0,8	84	4	12	462	1304	3269.0	8	Var	Var	Yok	Pahalı	Yeşil
1686	1686	924	Yok	0,5	Var	0,0	Var	47	0,3	167	8	6	108	1813	1620.0	12	Var	Yok	Yok	Ucuz	Kahverengi
1687	1687	1987	Var	1,9	Yok	0.0	Yok	50	0,7	119	8	18	960	1925	857.0	6	Var	Var	Yok	Ucuz	Beyaz
1688	1688	1038	Yok	1,2	Yok	3.0	Yok	43	0,7	141	1	5	4	638	3709.0	12	Var	Var	Var	Pahalı	Kırmızı
1689	1689	1688	Yok	2,5	Yok	0,0	Var	21	0,2	170	7	0	650	864	3984.0	8	Var	Var	Var	Pahalı	Mor
1690	1690	582	Yok	0,5	Yok	8.0	Yok	32	0,7	107	3	11	1043	1702	2977.0	20	Yok	Var	Var	Normal	Mor
1691	1691	1692	Yok	2,3	Var	4.0	Var	46	0,9	139	1	6	674	1925	1394.0	6	Var	Var	Yok	Ucuz	Sarı
1692	1692	1147	Yok	0,8	Var	11,0	Yok	28	0,7	158	6	13	1085	1134	2627.0	15	Var	Yok	Var	Normal	Turkuaz
1693	1693	514	Var	2,9	Var	5.0	Yok	18	0,7	141	2	8	1083	1492	980.0	16	Yok	Yok	Var	Çok Ucuz	Kahverengi
1694	1694	1849	Var	2,3	Yok	7.0	Var	15	0,4	144	5	19	606	1123	3447.0	19	Var	Yok	Var	Pahalı	Turuncu
1695	1695	660	Yok	0,5	Yok	5,0	Var	40	0,5	111	2	10	262	1178	588.0	18	Var	Var	Var	Çok Ucuz	Pembe
1696	1696	1854	Yok	0,9	Var	0.0	Var	33	0,4	195	1	0	665	718	1675.0	9	Var	Yok	Var	Ucuz	Beyaz
1697	1697	1628	Var	1,8	Var	11.0	Yok	56	0,1	136	2	13	500	1713	3358.0	12	Var	Var	Var	Pahalı	Yeşil
1698	1698	1670	Var	3,0	Yok	14,0	Yok	62	0,5	114	8	20	1117	1330	3024.0	20	Yok	Yok	Var	Pahalı	Turuncu
1699	1699	825	Yok	0,5	Var	0.0	Var	23	0,1	86	2	0	206	1917	3278.0	2	Var	Yok	Var	Pahalı	Turuncu
1700	1700	890	Var	2,2	Var	4.0	Yok	44	0,5	198	8	13	1074	1873	751.0	3	Yok	Yok	Yok	Çok Ucuz	Beyaz
1701	1701	713	Var	1,6	Yok	7,0	Var	2	0,4	181	8	9	1211	1378	485.0	4	Var	Var	Var	Çok Ucuz	Mavi
1702	1702	1718	Var	2,5	Var	14.0	Var	6	0,1	183	5	16	564	980	3755.0	8	Var	Var	Var	Pahalı	Beyaz
1703	1703	823	Var	2,7	Var	13.0	Yok	60	0,5	148	8	19	822	1449	905.0	17	Var	Var	Var	Çok Ucuz	Mavi
1704	1704	1715	Yok	1,9	Yok	4,0	Var	3	0,1	171	5	6	79	1652	514.0	13	Var	Yok	Yok	Çok Ucuz	Gri
1705	1705	633	Var	2,2	Yok	0.0	Var	49	0,1	139	8	1	529	1009	3560.0	16	Var	Var	Var	Normal	Kırmızı
1706	1706	1892	Var	0,7	Yok	5.0	Yok	47	0,4	110	4	10	1399	1564	2172.0	3	Var	Var	Var	Normal	Mor
1707	1707	1840	Yok	0,5	Var	12,0	Yok	34	0,7	142	1	16	311	1545	1078.0	10	Yok	Yok	Yok	Ucuz	Beyaz
1708	1708	1926	Var	1,7	Var	1.0	Var	33	0,4	172	3	2	982	1157	2488.0	14	Var	Yok	Yok	Normal	Mavi
1709	1709	1717	Var	1,3	Yok	1.0	Yok	62	0,7	130	1	3	609	810	3226.0	5	Yok	Var	Yok	Pahalı	Turuncu
1710	1710	1414	Yok	0,5	Yok	0,0	Var	15	0,8	168	2	0	294	1233	1069.0	14	Var	Yok	Yok	Çok Ucuz	Turkuaz
1711	1711	755	Var	2,8	Yok	5.0	Var	51	0,3	186	4	12	315	990	2734.0	16	Var	Yok	Var	Normal	Siyah
1712	1712	1157	Var	0,8	Yok	7.0	Yok	27	0,1	88	8	8	1694	1798	2885.0	2	Var	Yok	Var	Pahalı	Gri
1713	1713	1496	Var	2,0	Var	4,0	Yok	42	0,5	182	5	5	96	741	854.0	7	Yok	Var	Var	Çok Ucuz	Mor
1714	1714	1827	Var	0,8	Yok	4.0	Yok	61	0,9	130	7	9	253	1764	2693.0	7	Yok	Var	Var	Pahalı	Turkuaz
1715	1715	1006	Yok	2,2	Var	4.0	Var	22	0,8	135	4	8	35	991	909.0	7	Var	Yok	Var	Çok Ucuz	Beyaz
1716	1716	1777	Var	3,0	Yok	3,0	Yok	20	0,6	188	6	5	511	616	3868.0	7	Yok	Var	Var	Pahalı	Mavi
1717	1717	668	Yok	2,9	Var	7.0	Yok	30	0,2	195	8	12	522	1056	2399.0	7	Var	Var	Var	Ucuz	Pembe
1718	1718	1766	Var	0,5	Var	1.0	Var	22	0,8	122	8	4	291	1318	3297.0	16	Var	Yok	Yok	Pahalı	Kahverengi
